mu,Ne,LL
1.5e-6,11,-3633.6339169375638
1.75e-6,11,-3586.2346522395114
2e-6,11,-3548.092493502593
2.25e-6,11,-3517.0225539744765
2.4999999999999998e-6,11,-3491.5305244351207
2.75e-6,11,-3470.5512942071186
3e-6,11,-3453.298424959817
3.25e-6,11,-3439.1746867564702
3.5e-6,11,-3427.7158433263
3.7499999999999997e-6,11,-3418.5538786239777
4e-6,11,-3411.3921157610057
4.25e-6,11,-3405.9878922293897
4.5e-6,11,-3402.140194619159
4.749999999999999e-6,11,-3399.680641016478
4.9999999999999996e-6,11,-3398.466779131862
5.25e-6,11,-3398.3770212667614
5.5e-6,11,-3399.3067586490297
5.75e-6,11,-3401.165340216232
6e-6,11,-3403.873694866648
6.2499999999999995e-6,11,-3407.3624394184244
6.5e-6,11,-3411.570357874386
6.75e-6,11,-3416.4431678465703
7e-6,11,-3421.932511428536
7.25e-6,11,-3427.9951232301796
7.499999999999999e-6,11,-3434.5921395107252
7.75e-6,11,-3441.6885206358165
8e-6,11,-3449.2525652589375
8.249999999999999e-6,11,-3457.2554992813198
8.5e-6,11,-3465.671126192035
8.75e-6,11,-3474.4755281062075
9e-6,11,-3483.646808927236
1e-6,11.05,-3770.759549598663
1.2499999999999999e-6,11.05,-3692.433625075127
1.5e-6,11.05,-3632.4369755969883
1.75e-6,11.05,-3585.0892493863003
2e-6,11.05,-3546.9986249063686
2.25e-6,11.05,-3515.9802252277627
2.4999999999999998e-6,11.05,-3490.5397365463764
2.75e-6,11.05,-3469.6120481852536
3e-6,11.05,-3452.410721813332
3.25e-6,11.05,-3438.3385274939365
3.5e-6,11.05,-3426.931228956133
3.7499999999999997e-6,11.05,-3417.8208101550745
4e-6,11.05,-3410.7105942020034
4.25e-6,11.05,-3405.3579185890953
4.5e-6,11.05,-3401.5617699064446
4.749999999999999e-6,11.05,-3399.153766240051
4.9999999999999996e-6,11.05,-3397.99145530072
5.25e-6,11.05,-3397.9532493896736
5.5e-6,11.05,-3398.934539734842
5.75e-6,11.05,-3400.8446752739446
6e-6,11.05,-3403.6045849051984
6.2499999999999995e-6,11.05,-3407.1448854468454
6.5e-6,11.05,-3411.404360901893
6.75e-6,11.05,-3416.328728882062
7e-6,11.05,-3421.8696314811255
7.25e-6,11.05,-3427.983803308963
7.499999999999999e-6,11.05,-3434.6323806246774
7.75e-6,11.05,-3441.7803237943535
8e-6,11.05,-3449.395931471211
8.249999999999999e-6,11.05,-3457.450429556611
8.5e-6,11.05,-3465.917621539816
8.75e-6,11.05,-3474.7735895353812
9e-6,11.05,-3483.996437447468
1e-6,11.1,-3769.4678097513365
1.2499999999999999e-6,11.1,-3691.19319225827
1.5e-6,11.1,-3631.247850817502
1.75e-6,11.1,-3583.9514336513917
2e-6,11.1,-3545.912113984297
2.25e-6,11.1,-3514.9450247094696
2.4999999999999998e-6,11.1,-3489.555847439082
2.75e-6,11.1,-3468.6794714958814
3e-6,11.1,-3451.529458549382
3.25e-6,11.1,-3437.5085786625964
3.5e-6,11.1,-3426.152595564888
3.7499999999999997e-6,11.1,-3417.093493210984
4e-6,11.1,-3410.0345947124642
4.25e-6,11.1,-3404.73323756145
4.5e-6,11.1,-3400.9884083481465
4.749999999999999e-6,11.1,-3398.631725158704
4.9999999999999996e-6,11.1,-3397.520735703455
5.25e-6,11.1,-3397.5338522842035
5.5e-6,11.1,-3398.5664661287196
5.75e-6,11.1,-3400.527926174688
6e-6,11.1,-3403.3391613203653
6.2499999999999995e-6,11.1,-3406.930788383994
6.5e-6,11.1,-3411.2415913686896
6.75e-6,11.1,-3416.2172878863103
7e-6,11.1,-3421.80952003046
7.25e-6,11.1,-3427.9750224111476
7.499999999999999e-6,11.1,-3434.6749312875872
7.75e-6,11.1,-3441.8742070257817
8e-6,11.1,-3449.5411482788422
8.249999999999999e-6,11.1,-3457.6469809483615
8.5e-6,11.1,-3466.1655085235234
8.75e-6,11.1,-3475.0728131192477
9e-6,11.1,-3484.346998639233
1e-6,11.15,-3768.1842681086173
1.2499999999999999e-6,11.15,-3689.960729554976
1.5e-6,11.15,-3630.0664680593463
1.75e-6,11.15,-3582.821131843969
2e-6,11.15,-3544.8328888944657
2.25e-6,11.15,-3513.916881926966
2.4999999999999998e-6,11.15,-3488.578787969571
2.75e-6,11.15,-3467.7534963454864
3e-6,11.15,-3450.654568723631
3.25e-6,11.15,-3436.684775167307
3.5e-6,11.15,-3425.3798794062195
3.7499999999999997e-6,11.15,-3416.371865394733
4e-6,11.15,-3409.364056244617
4.25e-6,11.15,-3404.113789447971
4.5e-6,11.15,-3400.4200515949933
4.749999999999999e-6,11.15,-3398.1144607719516
4.9999999999999996e-6,11.15,-3397.054564689351
5.25e-6,11.15,-3397.118775648646
5.5e-6,11.15,-3398.2024848778756
5.75e-6,11.15,-3400.2150413147715
6e-6,11.15,-3403.077373857475
6.2499999999999995e-6,11.15,-3406.720099324514
6.5e-6,11.15,-3411.08200171896
6.75e-6,11.15,-3416.108798652306
7e-6,11.15,-3421.752132218799
7.25e-6,11.15,-3427.9687370281
7.499999999999999e-6,11.15,-3434.7197493395406
7.75e-6,11.15,-3441.970129519039
8e-6,11.15,-3449.6881762200505
8.249999999999999e-6,11.15,-3457.8451153439405
8.5e-6,11.15,-3466.414750379967
8.75e-6,11.15,-3475.373163443107
9e-6,11.15,-3484.6984584369698
1e-6,11.2,-3766.9088484950926
1.2499999999999999e-6,11.2,-3688.736162127678
1.5e-6,11.2,-3628.892753822641
1.75e-6,11.2,-3581.6982718023264
2e-6,11.2,-3543.760878813059
2.25e-6,11.2,-3512.8957273941787
2.4999999999999998e-6,11.2,-3487.6084899898087
2.75e-6,11.2,-3466.834055923182
3e-6,11.2,-3449.785986863101
3.25e-6,11.2,-3435.8670528732696
3.5e-6,11.2,-3424.6130176827737
3.7499999999999997e-6,11.2,-3415.6558652466447
4e-6,11.2,-3408.698918676408
4.25e-6,11.2,-3403.499515464333
4.5e-6,11.2,-3399.85664220052
4.749999999999999e-6,11.2,-3397.6019169711785
4.9999999999999996e-6,11.2,-3396.5928874870606
5.25e-6,11.2,-3396.7079660495256
5.5e-6,11.2,-3397.8425438865424
5.75e-6,11.2,-3399.905969936146
6e-6,11.2,-3402.819173096573
6.2499999999999995e-6,11.2,-3406.51277018593
6.5e-6,11.2,-3410.925545207457
6.75e-6,11.2,-3416.0032157730943
7e-6,11.2,-3421.697423976537
7.25e-6,11.2,-3427.96490442782
7.499999999999999e-6,11.2,-3434.7667933862967
7.75e-6,11.2,-3442.0680512179465
8e-6,11.2,-3449.836976575924
8.249999999999999e-6,11.2,-3458.0447953619596
8.5e-6,11.2,-3466.6653110653842
8.75e-6,11.2,-3475.6746058007793
9e-6,11.2,-3485.0507834724353
1e-6,11.25,-3765.641475779552
1.2499999999999999e-6,11.25,-3687.5194161717927
1.5e-6,11.25,-3627.726635629472
1.75e-6,11.25,-3580.5827823745826
2e-6,11.25,-3542.696013914818
2.25e-6,11.25,-3511.8814926124483
2.4999999999999998e-6,11.25,-3486.644886327527
2.75e-6,11.25,-3465.9210843831265
3e-6,11.25,-3448.9236484485864
3.25e-6,11.25,-3435.0553485872138
3.5e-6,11.25,-3423.851948528279
3.7499999999999997e-6,11.25,-3414.945432226986
4e-6,11.25,-3408.0391227945884
4.25e-6,11.25,-3402.8903577233864
4.5e-6,11.25,-3399.298123603884
4.749999999999999e-6,11.25,-3397.0940385220065
4.9999999999999996e-6,11.25,-3396.135650188794
5.25e-6,11.25,-3396.3013709053525
5.5e-6,11.25,-3397.486591900015
5.75e-6,11.25,-3399.6006621103097
6e-6,11.25,-3402.5645104349774
6.2499999999999995e-6,11.25,-3406.30875369193
6.5e-6,11.25,-3410.7721758846164
6.75e-6,11.25,-3415.9004946249406
7e-6,11.25,-3421.6453520064347
7.25e-6,11.25,-3427.963482639658
7.499999999999999e-6,11.25,-3434.816022783364
7.75e-6,11.25,-3442.167932803816
8e-6,11.25,-3449.9875113545218
8.249999999999999e-6,11.25,-3458.2459843368697
8.5e-6,11.25,-3466.9171552402067
8.75e-6,11.25,-3475.9771061794418
9e-6,11.25,-3485.4039410586347
1e-6,11.3,-3764.382075856261
1.2499999999999999e-6,11.3,-3686.3104188970774
1.5e-6,11.3,-3626.5680420044996
1.75e-6,11.3,-3579.4745934010493
2e-6,11.3,-3541.638225355354
2.25e-6,11.3,-3510.874110052304
2.4999999999999998e-6,11.3,-3485.68791076857
2.75e-6,11.3,-3465.0145168266763
3e-6,11.3,-3448.06748989643
3.25e-6,11.3,-3434.2496000409133
3.5e-6,11.3,-3423.096610989677
3.7499999999999997e-6,11.3,-3414.2405066976235
4e-6,11.3,-3407.3846102762973
4.25e-6,11.3,-3402.286259218089
4.5e-6,11.3,-3398.7444401131193
4.749999999999999e-6,11.3,-3396.5907710478577
4.9999999999999996e-6,11.3,-3395.6827997328305
5.25e-6,11.3,-3395.8989384696006
5.5e-6,11.3,-3397.134578486362
5.75e-6,11.3,-3399.2990687210004
6e-6,11.3,-3402.313338071743
6.2499999999999995e-6,11.3,-3406.1080033569187
6.5e-6,11.3,-3410.621848579862
6.75e-6,11.3,-3415.8005913523416
7e-6,11.3,-3421.595873768463
7.25e-6,11.3,-3427.964430438045
7.499999999999999e-6,11.3,-3434.86739762062
7.75e-6,11.3,-3442.2697356821473
8e-6,11.3,-3450.1397432760027
8.249999999999999e-6,11.3,-3458.448646303898
8.5e-6,11.3,-3467.170248254932
8.75e-6,11.3,-3476.280631244344
9e-6,11.3,-3485.7578991758987
1e-6,11.35,-3763.130575626499
1.2499999999999999e-6,11.35,-3685.1090985087253
1.5e-6,11.35,-3625.4169024576163
1.75e-6,11.35,-3578.373635695606
2e-6,11.35,-3540.587445252369
2.25e-6,11.35,-3509.8735131362832
2.4999999999999998e-6,11.35,-3484.7374980393865
2.75e-6,11.35,-3464.1142892847042
3e-6,11.35,-3447.2174485417154
3.25e-6,11.35,-3433.449745873744
3.5e-6,11.35,-3422.3469450102293
3.7499999999999997e-6,11.35,-3413.5410299062473
4e-6,11.35,-3406.735323673323
4.25e-6,11.35,-3401.6871638036823
4.5e-6,11.35,-3398.1955368879676
4.749999999999999e-6,11.35,-3396.092061012298
4.9999999999999996e-6,11.35,-3395.2342838872937
5.25e-6,11.35,-3395.500617814656
5.5e-6,11.35,-3396.7864540224678
5.75e-6,11.35,-3399.001141448567
6e-6,11.35,-3402.065608991395
6.2499999999999995e-6,11.35,-3405.9104734695
6.5e-6,11.35,-3410.4745188858014
6.75e-6,11.35,-3415.7034628523265
7e-6,11.35,-3421.548947463271
7.25e-6,11.35,-3427.9677073284647
7.499999999999999e-6,11.35,-3434.9208787072653
7.75e-6,11.35,-3442.3734219657977
8e-6,11.35,-3450.293635757779
8.249999999999999e-6,11.35,-3458.6527459843364
8.5e-6,11.35,-3467.4245561351286
8.75e-6,11.35,-3476.585148325178
9e-6,11.35,-3486.112626458198
1e-6,11.4,-3761.886902980624
1.2499999999999999e-6,11.4,-3683.9153841903603
1.5e-6,11.4,-3624.273147465409
1.75e-6,11.4,-3577.279841028381
2e-6,11.4,-3539.5436066698085
2.25e-6,11.4,-3508.879636221064
2.4999999999999998e-6,11.4,-3483.7935837901127
2.75e-6,11.4,-3463.2203387001086
3e-6,11.4,-3446.373462620678
3.25e-6,11.4,-3432.655725614903
3.5e-6,11.4,-3421.60289141269
3.7499999999999997e-6,11.4,-3412.846943968825
4e-6,11.4,-3406.091206394813
4.25e-6,11.4,-3401.093016183251
4.5e-6,11.4,-3397.651359924384
4.749999999999999e-6,11.4,-3395.597855704426
4.9999999999999996e-6,11.4,-3394.7900512344845
5.25e-6,11.4,-3395.106358815846
5.5e-6,11.4,-3396.4421696766544
5.75e-6,11.4,-3398.706832754978
6e-6,11.4,-3401.821276949214
6.2499999999999995e-6,11.4,-3405.7161190776574
6.5e-6,11.4,-3410.3301431438736
6.75e-6,11.4,-3415.6090667594167
7e-6,11.4,-3421.5045320185573
7.25e-6,11.4,-3427.9732735313573
7.499999999999999e-6,11.4,-3434.9764275570856
7.75e-6,11.4,-3442.4789544620076
8e-6,11.4,-3450.4491528995395
8.249999999999999e-6,11.4,-3458.8582487712256
8.5e-6,11.4,-3467.680045566675
8.75e-6,11.4,-3476.8906254007834
9e-6,11.4,-3486.468092177457
1e-6,11.45,-3760.6509867798695
1.2499999999999999e-6,11.45,-3682.7292060860577
1.5e-6,11.45,-3623.136708454663
1.75e-6,11.45,-3576.1931421082986
2e-6,11.45,-3538.5066435987783
2.25e-6,11.45,-3507.892414580263
2.4999999999999998e-6,11.45,-3482.8561045768997
2.75e-6,11.45,-3462.3326029117597
3e-6,11.45,-3445.535471254617
3.25e-6,11.45,-3431.8674796687314
3.5e-6,11.45,-3420.8643918833627
3.7499999999999997e-6,11.45,-3412.158191853954
4e-6,11.45,-3405.4522026919603
4.25e-6,11.45,-3400.5037618897927
4.5e-6,11.45,-3397.111856037858
4.749999999999999e-6,11.45,-3395.108103222622
4.9999999999999996e-6,11.45,-3394.3500511547586
5.25e-6,11.45,-3394.7161121359386
5.5e-6,11.45,-3396.101677394294
5.75e-6,11.45,-3398.416095867697
6e-6,11.45,-3401.58029645481
6.2499999999999995e-6,11.45,-3405.524895973896
6.5e-6,11.45,-3410.188678428509
6.75e-6,11.45,-3415.517361430413
7e-6,11.45,-3421.4625870736454
7.25e-6,11.45,-3427.981089968429
7.499999999999999e-6,11.45,-3435.034006374082
7.75e-6,11.45,-3442.5862966567665
8e-6,11.45,-3450.6062594700606
8.249999999999999e-6,11.45,-3459.065120715551
8.5e-6,11.45,-3467.936683882845
8.75e-6,11.45,-3477.1970310868764
9e-6,11.45,-3486.824266231652
1e-6,11.5,-3759.422756840224
1.2499999999999999e-6,11.5,-3681.5504952832734
1.5e-6,11.5,-3622.0075177844046
1.75e-6,11.5,-3575.1134725665925
2e-6,11.5,-3537.4764909423952
2.25e-6,11.5,-3506.9117843887802
2.4999999999999998e-6,11.5,-3481.9249978463113
2.75e-6,11.5,-3461.451020638037
3e-6,11.5,-3444.703414433488
3.25e-6,11.5,-3431.084949296096
3.5e-6,11.5,-3420.1313889554863
3.7499999999999997e-6,11.5,-3411.474717366678
4e-6,11.5,-3404.8182576413624
4.25e-6,11.5,-3399.91934727197
4.5e-6,11.5,-3396.576972848825
4.749999999999999e-6,11.5,-3394.6227524586275
4.9999999999999996e-6,11.5,-3393.9142338118886
5.25e-6,11.5,-3394.329829210362
5.5e-6,11.5,-3395.764929882115
5.75e-6,11.5,-3398.128884765451
6e-6,11.5,-3401.3426227587606
6.2499999999999995e-6,11.5,-3405.3367606802535
6.5e-6,11.5,-3410.050082533589
6.75e-6,11.5,-3415.4283059304744
7e-6,11.5,-3421.4230729654155
7.25e-6,11.5,-3427.991118248003
7.499999999999999e-6,11.5,-3435.093578038164
7.75e-6,11.5,-3442.6954127019153
8e-6,11.5,-3450.764920892751
8.249999999999999e-6,11.5,-3459.2733285124796
8.5e-6,11.5,-3468.1944390503945
8.75e-6,11.5,-3477.5043346217117
9e-6,11.5,-3487.1811191303996
1e-6,11.55,-3758.2021439149757
1.2499999999999999e-6,11.55,-3680.379183796452
1.5e-6,11.55,-3620.885508730586
1.75e-6,11.55,-3574.040766939805
2e-6,11.55,-3536.453084498273
2.25e-6,11.55,-3505.937682705725
2.4999999999999998e-6,11.55,-3481.0002019187705
2.75e-6,11.55,-3460.575531460251
3e-6,11.55,-3443.8772330000807
3.25e-6,11.55,-3430.308076601472
3.5e-6,11.55,-3419.403825994213
3.7499999999999997e-6,11.55,-3410.796465133264
4e-6,11.55,-3404.189317130549
4.25e-6,11.55,-3399.339719478276
4.5e-6,11.55,-3396.0466587670003
4.749999999999999e-6,11.55,-3394.141753083161
4.9999999999999996e-6,11.55,-3393.4825501375453
5.25e-6,11.55,-3393.9474622319867
5.5e-6,11.55,-3395.4318805945677
5.75e-6,11.55,-3397.845154163427
6e-6,11.55,-3401.1082118370286
6.2499999999999995e-6,11.55,-3405.15167043383
6.5e-6,11.55,-3409.914313957329
6.75e-6,11.55,-3415.3418600194
7e-6,11.55,-3421.38595071427
7.25e-6,11.55,-3428.00332065214
7.499999999999999e-6,11.55,-3435.1551060923184
7.75e-6,11.55,-3442.8062674012176
8e-6,11.55,-3450.9251032322463
8.249999999999999e-6,11.55,-3459.482839487389
8.5e-6,11.55,-3468.4532796559174
8.75e-6,11.55,-3477.8125058531245
9e-6,11.55,-3487.5386219828615
1e-6,11.6,-3756.989079677875
1.2499999999999999e-6,11.6,-3679.2152045504718
1.5e-6,11.6,-3619.7706154686116
1.75e-6,11.6,-3572.974960654617
2e-6,11.6,-3535.4363609438674
2.25e-6,11.6,-3504.9700474589217
2.4999999999999998e-6,11.6,-3480.0816559725995
2.75e-6,11.6,-3459.7060758077764
3e-6,11.6,-3443.056868634339
3.25e-6,11.6,-3429.5368045154146
3.5e-6,11.6,-3418.68164718087
3.7499999999999997e-6,11.6,-3410.1233805858838
4e-6,11.6,-3403.565327842078
4.25e-6,11.6,-3398.7648264420945
4.5e-6,11.6,-3395.5208629762174
4.749999999999999e-6,11.6,-3393.665055531137
4.9999999999999996e-6,11.6,-3393.054951817383
5.25e-6,11.6,-3393.5689641371387
5.5e-6,11.6,-3395.1024837183445
5.75e-6,11.6,-3397.5648594990535
6e-6,11.6,-3400.8770203780086
6.2499999999999995e-6,11.6,-3404.969583173573
6.5e-6,11.6,-3409.781331889193
6.75e-6,11.6,-3415.2579841369625
7e-6,11.6,-3421.3511820110693
7.25e-6,11.6,-3428.017660121653
7.499999999999999e-6,11.6,-3435.218554728337
7.75e-6,11.6,-3442.918826197091
8e-6,11.6,-3451.086773181918
8.249999999999999e-6,11.6,-3459.6936215842184
8.5e-6,11.6,-3468.713174893885
8.75e-6,11.6,-3478.1215152256764
9e-6,11.6,-3487.8967464839416
1e-6,11.65,-3755.7834967081158
1.2499999999999999e-6,11.65,-3678.0584913648063
1.5e-6,11.65,-3618.662773058167
1.75e-6,11.65,-3571.9159900110476
2e-6,11.65,-3534.426257819631
2.25e-6,11.65,-3504.008817429528
2.4999999999999998e-6,11.65,-3479.169300029473
2.75e-6,11.65,-3458.8425949423236
3e-6,11.65,-3442.2422638382195
3.25e-6,11.65,-3428.771076780366
3.5e-6,11.65,-3417.964797498475
3.7499999999999997e-6,11.65,-3409.4554099477873
4e-6,11.65,-3402.9462372398407
4.25e-6,11.65,-3398.194616867476
4.5e-6,11.65,-3394.9995354210923
4.749999999999999e-6,11.65,-3393.192610987084
4.9999999999999996e-6,11.65,-3392.6313912763635
5.25e-6,11.65,-3393.1942885909716
5.5e-6,11.65,-3394.7766941589316
5.75e-6,11.65,-3397.287956918271
6e-6,11.65,-3400.6490057677574
6.2499999999999995e-6,11.65,-3404.790457525852
6.5e-6,11.65,-3409.651096196205
6.75e-6,11.65,-3415.1766393903636
7e-6,11.65,-3421.3187292032303
7.25e-6,11.65,-3428.034100244638
7.499999999999999e-6,11.65,-3435.283888774025
7.75e-6,11.65,-3443.0330551579345
8e-6,11.65,-3451.2498980498835
8.249999999999999e-6,11.65,-3459.905643351754
8.5e-6,11.65,-3468.9740945530357
8.75e-6,11.65,-3478.431333768814
9e-6,11.65,-3488.2554649034123
1e-6,11.7,-3754.5853284737927
1.2499999999999999e-6,11.7,-3676.9089789373757
1.5e-6,11.7,-3617.5619174278404
1.75e-6,11.7,-3570.8637921678223
2e-6,11.7,-3533.4227135142605
2.25e-6,11.7,-3503.053932236314
2.4999999999999998e-6,11.7,-3478.2630749382224
2.75e-6,11.7,-3457.9850309433764
3e-6,11.7,-3441.4333619216122
3.25e-6,11.7,-3428.010837935969
3.5e-6,11.7,-3417.253222716695
3.7499999999999997e-6,11.7,-3408.792500218635
4e-6,11.7,-3402.3319935536642
4.25e-6,11.7,-3397.629040214714
4.5e-6,11.7,-3394.4826267917238
4.749999999999999e-6,11.7,-3392.724371371629
4.9999999999999996e-6,11.7,-3392.2118216651897
5.25e-6,11.7,-3392.823389974255
5.5e-6,11.7,-3394.4544675271277
5.75e-6,11.7,-3397.0144032618355
6e-6,11.7,-3400.4241260773606
6.2499999999999995e-6,11.7,-3404.61425279187
6.5e-6,11.7,-3409.5235674090736
6.75e-6,11.7,-3415.097787540917
7e-6,11.7,-3421.28855528176
7.25e-6,11.7,-3428.052605241973
7.499999999999999e-6,11.7,-3435.351073680893
7.75e-6,11.7,-3443.1489209650463
8e-6,11.7,-3451.414445747819
8.249999999999999e-6,11.7,-3460.1188739312333
8.5e-6,11.7,-3469.236009004914
8.75e-6,11.7,-3478.741933084014
9e-6,11.7,-3488.6147500727525
1e-6,11.75,-3753.394509316194
1.2499999999999999e-6,11.75,-3675.766602830217
1.5e-6,11.75,-3616.467985359607
1.75e-6,11.75,-3569.8183051267006
2e-6,11.75,-3532.425667250099
2.25e-6,11.75,-3502.105332321354
2.4999999999999998e-6,11.75,-3477.362922361381
2.75e-6,11.75,-3457.1333266930474
3e-6,11.75,-3440.6301069862698
3.25e-6,11.75,-3427.2560333047636
3.5e-6,11.75,-3416.5468693778903
3.7499999999999997e-6,11.75,-3408.134599161161
4e-6,11.75,-3401.722545766302
4.25e-6,11.75,-3397.0680466860094
4.5e-6,11.75,-3393.9700885106727
4.749999999999999e-6,11.75,-3392.26028932706
4.9999999999999996e-6,11.75,-3391.79619684597
5.25e-6,11.75,-3392.4562233693114
5.5e-6,11.75,-3394.1357601254754
5.75e-6,11.75,-3396.7441560524007
6e-6,11.75,-3400.202340049222
6.2499999999999995e-6,11.75,-3404.4409289339633
6.5e-6,11.75,-3409.3987067105004
6.75e-6,11.75,-3415.0213909909608
7e-6,11.75,-3421.2606238692524
7.25e-6,11.75,-3428.073139956216
7.499999999999999e-6,11.75,-3435.420075511138
7.75e-6,11.75,-3443.2663909002504
8e-6,11.75,-3451.580384777697
8.249999999999999e-6,11.75,-3460.3332830447544
8.5e-6,11.75,-3469.4988891915364
8.75e-6,11.75,-3479.0532853330114
9e-6,11.75,-3488.974575373688
1e-6,11.8,-3752.210974436114
1.2499999999999999e-6,11.8,-3674.6312994538116
1.5e-6,11.8,-3615.380914473512
1.75e-6,11.8,-3568.779467718459
2e-6,11.8,-3531.4350590674867
2.25e-6,11.8,-3501.1629589356075
2.4999999999999998e-6,11.8,-3476.4687847594496
2.75e-6,11.8,-3456.287425862114
3e-6,11.8,-3439.8324439136854
3.25e-6,11.8,-3426.5066089774086
3.5e-6,11.8,-3415.8456847830835
3.7499999999999997e-6,11.8,-3407.4816552862217
4e-6,11.8,-3401.1178435985958
4.25e-6,11.8,-3396.5115872126207
4.5e-6,11.8,-3393.4618727192105
4.749999999999999e-6,11.8,-3391.8003182046064
4.9999999999999996e-6,11.8,-3391.384471380099
5.25e-6,11.8,-3392.0927445476527
5.5e-6,11.8,-3393.820528935195
5.75e-6,11.8,-3396.4771734811425
6e-6,11.8,-3399.983607084415
6.2499999999999995e-6,11.8,-3404.2704465633105
6.5e-6,11.8,-3409.2764759214847
6.75e-6,11.8,-3414.947412771229
7e-6,11.8,-3421.234899206691
7.25e-6,11.8,-3428.0956698382183
7.499999999999999e-6,11.8,-3435.490860925629
7.75e-6,11.8,-3443.385432834999
8e-6,11.8,-3451.747684220308
8.249999999999999e-6,11.8,-3460.5488409831755
8.5e-6,11.8,-3469.7627066136956
8.75e-6,11.8,-3479.365363226804
9e-6,11.8,-3489.33491472671
1e-6,11.85,-3751.0346598774822
1.2499999999999999e-6,11.85,-3673.503006052225
1.5e-6,11.85,-3614.300643214729
1.75e-6,11.85,-3567.747219587709
2e-6,11.85,-3530.4508298116357
2.25e-6,11.85,-3500.226754124138
2.4999999999999998e-6,11.85,-3475.5806053779816
2.75e-6,11.85,-3455.447272896411
3e-6,11.85,-3439.040318349156
3.25e-6,11.85,-3425.7625117999037
3.5e-6,11.85,-3415.149616978453
3.7499999999999997e-6,11.85,-3406.8336178401646
4e-6,11.85,-3400.517837496754
4.25e-6,11.85,-3395.959613440985
4.5e-6,11.85,-3392.957932263656
4.749999999999999e-6,11.85,-3391.3444120510803
4.9999999999999996e-6,11.85,-3390.9766005144998
5.25e-6,11.85,-3391.732909955912
5.5e-6,11.85,-3393.5087316033505
5.75e-6,11.85,-3396.213414395205
6e-6,11.85,-3399.7678872303964
6.2499999999999995e-6,11.85,-3404.1027669273594
6.5e-6,11.85,-3409.1568374897615
6.75e-6,11.85,-3414.8758165296726
7e-6,11.85,-3421.2113461416793
7.25e-6,11.85,-3428.1201609359946
7.499999999999999e-6,11.85,-3435.563397172184
7.75e-6,11.85,-3443.5060152168785
8e-6,11.85,-3451.9163137236096
8.249999999999999e-6,11.85,-3460.765518594577
8.5e-6,11.85,-3470.027433319295
8.75e-6,11.85,-3479.6781400130867
9e-6,11.85,-3489.6957425801997
1e-6,11.9,-3749.8655025139087
1.2499999999999999e-6,11.9,-3672.3816606896935
1.5e-6,11.9,-3613.2271108372156
1.75e-6,11.9,-3566.7215011793846
2e-6,11.9,-3529.472921117584
2.25e-6,11.9,-3499.2966607126723
2.4999999999999998e-6,11.9,-3474.698328232973
2.75e-6,11.9,-3454.6128130019893
3e-6,11.9,-3438.2536766897733
3.25e-6,11.9,-3425.0236893595415
3.5e-6,11.9,-3414.4586147415603
3.7499999999999997e-6,11.9,-3406.1904367909056
4e-6,11.9,-3399.922478619524
4.25e-6,11.9,-3395.412077720146
4.5e-6,11.9,-3392.4582206833697
4.749999999999999e-6,11.9,-3390.892525596125
4.9999999999999996e-6,11.9,-3390.5725401691016
5.25e-6,11.9,-3391.3766767043526
5.5e-6,11.9,-3393.2003264304926
5.75e-6,11.9,-3395.952838285441
6e-6,11.9,-3399.5551411682977
6.2499999999999995e-6,11.9,-3403.9378518974986
